World 0, 1&&&&
2J5JKM05BMJTOZKMPXKPDRA8V1CDIW&q2[]=3|5|9|8|6|10|7|2|1|4&q1[]=3|5|8|7|6|9|10|2|1|4&A17ACUDW7ZD31Q&Tue Jan 31 16:05:37 PST 2012
2J5JKM05BMJTOZKMPXKPDRA8V1CDIW&q2[]=1|2|3|4|5|6|7|8|9|10&q1[]=3|2|6|4|1|7|10|9|5|8&A2F7FQ1QH5O5DK&Tue Jan 31 19:02:09 PST 2012
2J5JKM05BMJTOZKMPXKPDRA8V1CDIW&q2[]=5|2|6|8|7|1|9|10|3|4&q1[]=1|2|3|5|6|8|7|4|9|10&A1MR5KP82FHRIK&Tue Jan 31 19:55:42 PST 2012
2J5JKM05BMJTOZKMPXKPDRA8V1CDIW&q2[]=10|2|3|1|9|7|4|6|5|8&q1[]=10|9|6|8|5|1|3|2|4|7&A2TOF8IL2ZNIKJ&Tue Jan 31 23:48:38 PST 2012
2J5JKM05BMJTOZKMPXKPDRA8V1CDIW&q2[]=3|6|5|4|7|1|2|10|8|9&q1[]=4|3|6|9|2|1|5|8|7|10&A1JP2UIWVGZWX5&Tue Jan 31 23:58:25 PST 2012
2J5JKM05BMJTOZKMPXKPDRA8V1CDIW&q2[]=9|1|7|2|5|6|10|3|8|4&q1[]=2|5|1|9|6|3|8|4|10|7&A3HBYOZ3Y7242U&Wed Feb 01 00:24:38 PST 2012
2J5JKM05BMJTOZKMPXKPDRA8V1CDIW&q2[]=10|5|9|6|7|1|2|8|3|4&q1[]=5|4|6|9|10|2|1|7|8|3&A3FEN6LNJRLQZQ&Wed Feb 01 00:54:26 PST 2012
2J5JKM05BMJTOZKMPXKPDRA8V1CDIW&q2[]=1|2|3|5|6|8|7|9|4|10&q1[]=1|2|10|9|8|7|6|5|3|4&A2YLT55XVAHP7N&Wed Feb 01 00:58:25 PST 2012
2J5JKM05BMJTOZKMPXKPDRA8V1CDIW&q2[]=4|1|5|6|7|8|9|10|3|2&q1[]=3|1|5|6|7|8|9|10|4|2&ABR4TOFXCLK8J&Wed Feb 01 01:21:57 PST 2012
2J5JKM05BMJTOZKMPXKPDRA8V1CDIW&q1[]=4|3|1|10|8|9|6|7|2|5&q2[]=7|9|1|3|6|10|4|2|5|8&A1HU5QBS0L9F93&Wed Feb 01 02:11:54 PST 2012
&&&&
World, 2, 3&&&&
2PWBDPGFL6VCJELZE44WMOV2XQL4JB&q1[]=10|3|2|7|6|1|5|4|8|9&q2[]=8|3|4|7|6|1|5|2|10|9&AVC955GXM8VUY&Sat Feb 18 00:13:53 PST 2012
2PWBDPGFL6VCJELZE44WMOV2XQL4JB&q1[]=10|5|2|1|3|6|9|7|4|8&q2[]=10|3|1|9|8|2|7|4|6|5&A31M5M6VHVB66N&Sat Feb 18 00:59:16 PST 2012
2PWBDPGFL6VCJELZE44WMOV2XQL4JB&q1[]=2|4|6|7|8|1|3|5|9|10&q2[]=3|4|7|10|8|6|5|9|2|1&A31WBPWSY55I7B&Sat Feb 18 03:21:24 PST 2012
2PWBDPGFL6VCJELZE44WMOV2XQL4JB&q1[]=2|4|5|7|6|10|1|3|8|9&q2[]=3|8|9|4|5|6|10|7|2|1&A15Q4M4GV5H35J&Sat Feb 18 08:01:59 PST 2012
2PWBDPGFL6VCJELZE44WMOV2XQL4JB&q1[]=10|5|4|2|1|6|9|7|3|8&q2[]=1|2|3|8|7|4|10|5|9|6&A2BFIV9ZPPBUGZ&Sat Feb 18 08:03:46 PST 2012
2PWBDPGFL6VCJELZE44WMOV2XQL4JB&q1[]=4|6|9|2|7|10|5|3|1|8&q2[]=2|8|7|5|3|9|6|1|4|10&AJPZDN15A7O3Y&Sat Feb 18 08:30:16 PST 2012
2PWBDPGFL6VCJELZE44WMOV2XQL4JB&q1[]=9|5|4|1|2|6|10|7|3|8&q2[]=1|5|6|4|3|9|10|8|2|7&A3012E13UK0OAU&Sat Feb 18 09:57:00 PST 2012
2PWBDPGFL6VCJELZE44WMOV2XQL4JB&q1[]=1|2|3|4|5|6|7|8|9|10&q2[]=10|1|2|3|4|5|6|7|8|9&A78WXLASNZRGO&Sat Feb 18 10:01:55 PST 2012
2PWBDPGFL6VCJELZE44WMOV2XQL4JB&q1[]=9|5|4|1|2|6|10|7|3|8&q2[]=1|3|4|5|7|8|10|6|2|9&A5CH85HEI0NLP&Sat Feb 18 11:03:39 PST 2012
2PWBDPGFL6VCJELZE44WMOV2XQL4JB&q1[]=2|1|7|8|9|5|4|3|10|6&q2[]=5|3|2|6|7|1|9|4|8|10&A125ODOYS2ZZDL&Sun Feb 19 06:37:15 PST 2012
&&&&
World 4, 5&&&&
2YDKCJ011K27Y1TZ77N658N5BMQ9B9&q1[]=7|5|6|4|2|3|1|10|8|9&q2[]=9|7|8|5|3|6|2|1|10|4&A3BPNLC8PJ6124&Mon Feb 20 23:09:34 PST 2012
2YDKCJ011K27Y1TZ77N658N5BMQ9B9&q1[]=5|10|2|8|7|3|9|4|6|1&q2[]=6|3|2|9|10|5|7|1|8|4&A3HBYOZ3Y7242U&Mon Feb 20 23:10:18 PST 2012
2YDKCJ011K27Y1TZ77N658N5BMQ9B9&q1[]=8|5|3|7|10|2|1|6|9|4&q2[]=5|7|2|3|8|9|1|4|10|6&A2JCPTU1H54SZY&Tue Feb 21 04:02:09 PST 2012
2YDKCJ011K27Y1TZ77N658N5BMQ9B9&q1[]=2|8|6|7|4|1|9|10|3|5&q2[]=5|6|7|2|3|4|8|9|10|1&A1MR5KP82FHRIK&Tue Feb 21 05:38:01 PST 2012
2YDKCJ011K27Y1TZ77N658N5BMQ9B9&q1[]=1|10|9|8|7|6|4|5|3|2&q2[]=9|8|10|7|6|5|3|4|2|1&A3DPWZ0829JPMP&Tue Feb 21 06:20:50 PST 2012
2YDKCJ011K27Y1TZ77N658N5BMQ9B9&q1[]=3|6|9|8|5|2|1|4|7|10&q2[]=5|3|6|9|2|1|4|7|10|8&A1L44SLPBYTQAB&Tue Feb 21 14:08:14 PST 2012
2YDKCJ011K27Y1TZ77N658N5BMQ9B9&q1[]=6|5|9|4|7|3|2|10|8|1&q2[]=3|4|10|2|9|7|6|8|5|1&A2YEASMXUEK2MT&Wed Feb 22 06:36:57 PST 2012
2YDKCJ011K27Y1TZ77N658N5BMQ9B9&q1[]=3|5|1|4|2|9|10|8|7|6&q2[]=5|4|1|6|2|10|3|7|9|8&A5CH85HEI0NLP&Thu Feb 23 03:21:51 PST 2012
2YDKCJ011K27Y1TZ77N658N5BMQ9B9&q1[]=2|4|6|1|8|10|9|7|5|3&q2[]=2|4|6|8|10|9|7|5|1|3&A3LKA8KIOMIM9V&Thu Feb 23 06:31:55 PST 2012
2YDKCJ011K27Y1TZ77N658N5BMQ9B9&q1[]=5|8|2|7|1|6|10|3|4|9&q2[]=2|7|3|10|5|4|8|6|9|1&A3F2W0JAS4DPG2&Fri Feb 24 09:38:08 PST 2012
&&&&
World 6, 7&&&&
2UNNQYN5F3Q0DYRJL3EC0YB5E75D9N&q1[]=8|6|1|7|9|10|3|2|5|4&q2[]=7|5|4|2|1|10|3|8|9|6&A3BPNLC8PJ6124&Mon Feb 20 23:11:10 PST 2012
2UNNQYN5F3Q0DYRJL3EC0YB5E75D9N&q1[]=2|10|5|7|9|1|6|4|3|8&q2[]=7|10|2|5|9|1|6|4|3|8&A3HBYOZ3Y7242U&Mon Feb 20 23:11:53 PST 2012
2UNNQYN5F3Q0DYRJL3EC0YB5E75D9N&q1[]=1|9|8|7|6|5|3|2|4|10&q2[]=7|8|1|6|9|10|2|4|3|5&A31NLFQ3X2PTQM&Tue Feb 21 03:58:17 PST 2012
2UNNQYN5F3Q0DYRJL3EC0YB5E75D9N&q1[]=5|3|1|7|4|2|10|6|8|9&q2[]=8|10|9|7|6|5|4|3|2|1&A2JCPTU1H54SZY&Tue Feb 21 04:01:06 PST 2012
2UNNQYN5F3Q0DYRJL3EC0YB5E75D9N&q1[]=1|8|5|4|10|9|7|6|3|2&q2[]=1|7|6|3|2|10|9|8|5|4&A3DPWZ0829JPMP&Tue Feb 21 06:06:06 PST 2012
2UNNQYN5F3Q0DYRJL3EC0YB5E75D9N&q1[]=2|6|4|8|10|3|7|1|5|9&q2[]=2|3|5|6|9|7|1|4|8|10&A1L44SLPBYTQAB&Tue Feb 21 14:05:38 PST 2012
2UNNQYN5F3Q0DYRJL3EC0YB5E75D9N&q1[]=1|3|5|7|9|10|8|6|4|2&q2[]=2|1|3|5|8|4|9|6|7|10&A3LKA8KIOMIM9V&Thu Feb 23 06:22:19 PST 2012
2UNNQYN5F3Q0DYRJL3EC0YB5E75D9N&q1[]=5|4|6|2|3|1|7|8|9|10&q2[]=5|4|6|3|2|1|10|9|8|7&A2Q7FAF685SM20&Fri Feb 24 01:44:24 PST 2012
2UNNQYN5F3Q0DYRJL3EC0YB5E75D9N&q1[]=5|3|4|10|9|6|2|8|7|1&q2[]=5|10|8|9|1|6|2|4|3|7&A3F2W0JAS4DPG2&Fri Feb 24 09:33:24 PST 2012
2UNNQYN5F3Q0DYRJL3EC0YB5E75D9N&q1[]=1|9|2|10|8|7|3|6|5|4&q2[]=5|1|3|9|10|4|8|7|6|2&A207RJZCCB76U7&Sun Feb 26 08:27:52 PST 2012
&&&&
TPCH 0, 1&&&&
2BXJ51Y7QEOZ9GCIOTJTQOFYVAECFD&q1[]=10|6|5|4|2|8|1|9|3|7&q2[]=10|2|5|4|7|9|3|1|8|6&AAJETBJWCN7JM&Sat Feb 11 17:09:08 PST 2012
2BXJ51Y7QEOZ9GCIOTJTQOFYVAECFD&q1[]=10|9|8|7|6|5|1|2|3|4&q2[]=2|3|4|5|10|6|7|8|9|1&A2H90QIP05I3LU&Sat Feb 11 18:50:33 PST 2012
2BXJ51Y7QEOZ9GCIOTJTQOFYVAECFD&q2[]=5|2|8|4|3|7|6|1|9|10&q1[]=5|7|6|2|1|9|10|3|8|4&AQSNOMQNIEI6C&Sat Feb 11 21:57:10 PST 2012
2BXJ51Y7QEOZ9GCIOTJTQOFYVAECFD&q2[]=8|7|5|2|1|4|3|9|10|6&q1[]=2|6|4|1|8|7|9|10|3|5&A1VGX74UNPDNYT&Sat Feb 11 23:08:54 PST 2012
2BXJ51Y7QEOZ9GCIOTJTQOFYVAECFD&q2[]=2|1|3|4|5|6|7|8|9|10&q1[]=6|5|7|2|8|9|1|10|4|3&AIYMCKMT72L0S&Sat Feb 11 23:52:25 PST 2012
2BXJ51Y7QEOZ9GCIOTJTQOFYVAECFD&q2[]=10|6|5|4|7|8|3|9|2|1&q1[]=10|8|4|5|7|6|3|9|2|1&A2LHD8XIKKNNND&Sun Feb 12 04:42:11 PST 2012
2BXJ51Y7QEOZ9GCIOTJTQOFYVAECFD&q1[]=9|5|2|4|3|1|8|6|10|7&q2[]=3|5|2|10|4|1|7|9|8|6&A259WL09N16KPL&Sun Feb 12 08:29:02 PST 2012
2BXJ51Y7QEOZ9GCIOTJTQOFYVAECFD&q2[]=3|9|2|8|5|4|10|7|1|6&q1[]=2|9|8|4|7|6|3|1|10|5&A3HBYOZ3Y7242U&Sun Feb 12 08:49:43 PST 2012
2BXJ51Y7QEOZ9GCIOTJTQOFYVAECFD&q2[]=5|7|8|6|9|3|2|4|10|1&q1[]=2|4|6|7|8|5|9|3|1|10&A1MR5KP82FHRIK&Sun Feb 12 09:02:42 PST 2012
2BXJ51Y7QEOZ9GCIOTJTQOFYVAECFD&q1[]=7|2|3|1|10|9|4|8|5|6&q2[]=10|4|2|3|9|8|5|7|6|1&A2QHW6YQY7VGHJ&Sun Feb 12 20:38:11 PST 2012
&&&&
TPCH 2, 3&&&&
2GH2MIKMN9U8JRKTVANW1I3TXW7RAP&q2[]=10|5|6|7|2|3|4|9|8|1&q1[]=1|2|10|9|8|7|6|3|4|5&A3NDPUXZ0UF7C7&Wed Feb 01 05:56:17 PST 2012
2GH2MIKMN9U8JRKTVANW1I3TXW7RAP&q1[]=5|6|4|7|3|2|1|8|9|10&q2[]=5|6|7|3|2|1|4|8|10|9&AH99S2CE6CGH7&Wed Feb 01 06:23:22 PST 2012
2GH2MIKMN9U8JRKTVANW1I3TXW7RAP&q2[]=2|5|4|3|6|10|1|9|8|7&q1[]=3|5|7|10|6|9|8|2|1|4&A2504ESRAD0E6C&Wed Feb 01 06:29:33 PST 2012
2GH2MIKMN9U8JRKTVANW1I3TXW7RAP&q2[]=7|4|1|2|5|8|9|6|3|10&q1[]=2|5|8|9|6|3|1|4|7|10&A1MR5KP82FHRIK&Wed Feb 01 22:29:50 PST 2012
2GH2MIKMN9U8JRKTVANW1I3TXW7RAP&q2[]=4|1|9|2|3|10|6|7|8|5&q1[]=1|10|3|8|9|5|4|6|7|2&AFJ3EYZVFS8AU&Wed Feb 01 23:42:41 PST 2012
